SEARCH_DATE,HOTEL_ID,CHECK_IN_DATE,ELIGIBLE_IMPRESSIONS,IMPRESSIONS,TRANSITION_PAGE_OPENS,BOOKING_FORM_OPENS,BOOKINGS
2019-08-27,107421,2019-08-27,40,2,0,0,0
2019-09-09,514039,2019-11-15,2,2,0,0,0
2019-08-10,149302,2019-08-10,49,12,3,0,0
2019-09-03,199045,2019-09-03,62,11,2,0,0
2019-07-22,216475,2019-07-22,80,9,2,0,0
2019-08-24,873951,2019-09-20,1,1,0,0,0
2019-07-26,547857,2019-07-29,1,1,0,0,0
2019-09-15,122212,2019-11-09,24,14,3,0,0
2019-09-09,105687,2019-09-09,171,19,3,0,0
2019-07-14,105647,2019-07-20,2,2,0,0,0
2019-08-18,115598,2019-08-23,23,11,2,0,0
2019-09-10,218426,2019-09-10,74,9,2,0,0
2019-07-03,106786,2019-07-03,93,26,4,1,0
2019-08-07,311926,2019-08-07,57,6,1,0,0
2019-07-24,142536,2019-07-24,106,5,1,0,0
2019-08-03,203970,2019-08-06,4,2,0,0,0
2019-09-12,188325,2019-09-12,110,8,1,0,0
2019-07-07,149709,2019-07-07,38,9,2,0,0
2019-08-16,250538,2019-08-17,16,5,1,0,0
2019-09-06,148722,2019-09-06,69,16,4,1,0
2019-07-14,112390,2019-11-08,6,6,1,0,0
2019-07-18,121319,2019-07-20,2,2,0,0,0
2019-07-27,238763,2019-08-09,2,1,0,0,0
2019-07-12,271052,2019-07-12,105,13,4,1,0
2019-07-08,109836,2019-07-14,1,1,0,0,0
2019-07-04,124524,2019-07-16,1,1,0,0,0
2019-08-14,253359,2019-08-17,2,1,0,0,0
2019-07-24,528401,2019-07-24,18,0,0,0,0
2019-08-30,112370,2019-08-31,14,3,1,0,0
2019-08-30,120110,2019-08-30,122,31,5,1,0
2019-09-02,540603,2019-09-02,53,3,1,0,0
2019-08-10,129447,2019-08-28,3,2,1,0,0
2019-07-22,137721,2019-07-22,93,16,5,1,0
2019-08-07,117725,2019-08-07,37,6,1,0,0
2019-09-10,108487,2019-09-10,88,17,5,1,0
2019-09-13,105755,2019-10-27,2,1,0,0,0
2019-08-05,293772,2019-08-05,61,18,5,1,0
2019-08-20,219389,2019-08-20,69,9,1,0,0
2019-07-13,112931,2019-07-14,68,19,5,1,0
2019-08-17,262515,2019-08-17,41,9,3,1,0
2019-08-06,108020,2019-08-06,38,3,1,0,0
2019-09-09,112369,2019-09-11,6,3,1,0,0
2019-07-01,130750,2019-07-07,6,3,1,0,0
2019-07-17,119120,2019-07-19,11,7,1,0,0
2019-07-31,347732,2019-07-31,18,5,1,0,0
2019-08-03,117209,2019-08-03,60,4,1,0,0
2019-09-14,170373,2019-09-14,43,5,1,0,0
2019-07-22,128617,2019-07-22,158,26,5,0,0
2019-09-04,149381,2019-09-06,11,2,0,0,0
2019-09-07,264658,2019-09-08,4,2,0,0,0
2019-09-02,112932,2019-09-02,306,59,18,3,0
2019-08-31,487036,2019-08-31,49,2,1,0,0
2019-08-24,127448,2019-08-26,5,2,0,0,0
2019-07-10,532782,2019-07-10,14,1,0,0,0
2019-08-24,141013,2019-08-24,67,13,3,0,0
2019-09-12,231524,2019-09-13,6,4,1,0,0
2019-09-15,343454,2019-09-20,1,2,0,0,0
2019-09-06,434650,2019-10-12,10,2,0,0,0
2019-08-29,112931,2019-08-29,268,63,17,2,0
2019-07-27,366206,2019-07-27,65,5,1,0,0
2019-07-28,259356,2019-07-28,29,7,1,0,0
2019-08-22,492901,2019-08-23,1,1,0,0,0
2019-07-08,107240,2019-07-08,69,13,3,0,0
2019-09-07,163446,2019-09-08,34,23,4,1,0
2019-07-03,252672,2019-07-04,17,2,1,0,0
2019-08-01,1007870,2019-08-02,6,3,1,0,0
2019-08-28,115625,2019-08-28,30,6,1,0,0
2019-07-28,136652,2019-07-28,72,6,1,0,0
2019-07-08,153571,2019-07-11,68,12,3,0,0
2019-08-08,134416,2019-08-11,11,9,2,0,0
2019-08-08,309391,2019-08-08,95,7,1,0,0
2019-07-27,169996,2019-07-27,160,38,11,1,0
2019-09-03,267219,2019-09-04,5,3,0,0,0
2019-08-08,107062,2019-08-08,59,8,2,0,0
2019-08-03,448629,2019-08-03,23,7,2,0,0
2019-08-12,106026,2019-10-05,7,3,1,0,0
2019-08-14,240405,2019-08-15,8,4,1,0,0
2019-07-18,117725,2019-07-18,88,13,4,0,0
2019-08-08,205257,2019-08-16,18,3,0,0,0
2019-07-10,127080,2019-07-10,30,3,1,0,0
2019-07-17,129679,2019-07-17,32,7,1,0,0
2019-08-26,105886,2019-08-26,20,3,1,0,0
2019-08-14,209589,2019-08-14,41,13,2,0,0
2019-09-09,143237,2019-09-18,8,4,1,0,0
2019-08-02,115754,2019-08-02,128,15,4,0,0
2019-08-17,149316,2019-08-17,44,5,1,0,0
2019-09-11,130363,2019-09-12,9,2,0,0,0
2019-08-25,525404,2019-09-28,4,3,1,0,0
2019-08-17,211959,2019-08-18,27,11,3,0,0
2019-08-16,162590,2019-08-16,28,5,1,0,0
2019-07-22,143036,2019-08-04,2,1,0,0,0
2019-07-07,170409,2019-07-08,2,1,0,0,0
2019-07-24,139517,2019-07-24,23,3,0,0,0
2019-08-30,116145,2019-08-30,42,5,1,0,0
2019-07-13,379170,2019-07-13,42,6,1,0,0
2019-07-19,121694,2019-10-12,1,1,0,0,0
2019-07-20,129211,2019-07-20,117,18,3,1,0
2019-09-02,163446,2019-09-29,151,21,5,1,0
2019-09-13,111665,2019-10-05,1,3,1,0,0
2019-09-14,248143,2019-09-27,21,17,3,1,0
2019-07-13,108220,2019-07-14,7,2,1,0,0
2019-08-12,552393,2019-08-15,75,16,5,1,0
2019-09-09,107648,2019-09-09,15,5,1,0,0
2019-08-23,110256,2019-08-23,28,4,1,0,0
2019-07-10,259361,2019-07-13,11,7,2,0,0
2019-08-15,123169,2019-09-28,3,1,0,0,0
2019-08-05,240526,2019-08-31,7,3,1,0,0
2019-08-06,391206,2019-08-09,7,3,1,0,0
2019-08-08,148879,2019-08-08,313,59,12,2,0
2019-09-01,138910,2019-09-01,39,22,6,1,0
2019-08-01,115257,2019-08-01,12,2,1,0,0
2019-08-16,273576,2019-08-16,25,3,1,0,0
2019-07-06,105708,2019-07-07,3,0,0,0,0
2019-08-15,124599,2019-08-16,15,4,1,0,0
2019-07-31,696334,2019-07-31,24,1,0,0,0
2019-08-12,339965,2019-08-13,4,1,0,0,0
2019-09-14,116551,2019-09-14,27,1,0,0,0
2019-07-02,250600,2019-07-03,9,1,0,0,0
2019-07-05,265688,2019-07-06,39,3,1,0,0
2019-09-06,123447,2019-09-06,218,43,11,1,0
2019-09-01,111983,2019-09-01,45,7,2,0,0
2019-08-29,142828,2019-08-29,42,6,1,0,0
2019-09-13,221274,2019-09-13,37,10,2,0,0
2019-07-28,682978,2019-07-29,2,1,0,0,0
2019-08-08,128567,2019-08-08,31,6,1,0,0
2019-09-02,205274,2019-11-03,1,1,0,0,0
2019-07-22,495509,2019-07-23,7,3,1,0,0
2019-09-12,149894,2019-09-13,0,2,1,0,0
2019-08-16,117632,2019-08-17,8,3,1,0,0
2019-08-30,118365,2019-08-30,46,6,2,0,0
2019-07-11,192209,2019-07-13,4,3,1,0,0
2019-08-27,115902,2019-08-29,64,10,3,0,0
2019-08-13,264805,2019-08-24,1,1,0,0,0
2019-07-10,308453,2019-07-10,77,15,3,1,0
2019-07-20,127504,2019-07-20,50,8,2,0,0
2019-07-13,237130,2019-07-23,41,4,1,0,0
2019-08-15,131643,2019-08-16,21,1,0,0,0
2019-09-07,105482,2019-09-07,76,19,4,0,0
2019-08-23,115439,2019-08-23,58,7,2,0,0
2019-09-08,777397,2019-09-08,6,3,1,0,0
2019-07-01,495598,2019-07-01,42,12,2,0,0
2019-07-24,182220,2019-08-03,13,7,2,0,0
2019-07-10,163446,2019-09-01,3,2,1,0,0
2019-09-07,231595,2019-09-07,43,5,1,0,0
2019-07-24,810157,2019-08-02,1,0,0,0,0
2019-08-30,169247,2019-08-30,6,1,0,0,0
2019-09-04,106290,2019-09-06,46,12,2,0,0
2019-08-19,452161,2019-08-21,2,0,0,0,0
2019-07-20,139251,2019-07-20,146,22,5,1,0
2019-09-02,328428,2019-09-02,2,4,1,0,0
2019-07-09,122502,2019-08-29,3,3,1,0,0
2019-09-06,581613,2019-09-06,22,26,5,0,0
2019-08-12,275405,2019-08-16,9,6,2,0,0
2019-09-05,567170,2019-09-07,1,1,0,0,0
2019-08-07,145304,2019-08-10,22,10,2,0,0
2019-08-06,109188,2019-08-06,36,7,2,0,0
2019-08-19,506145,2019-08-19,27,7,2,0,0
2019-08-13,197313,2019-08-17,6,3,1,0,0
2019-08-28,714574,2019-09-02,16,3,1,0,0
2019-07-20,264773,2019-07-21,34,9,1,0,0
2019-07-25,340675,2019-07-27,4,2,0,0,0
2019-09-07,200080,2019-09-07,500,86,26,2,0
2019-08-02,140552,2019-08-03,18,4,1,0,0
2019-08-21,245280,2019-08-26,1,1,0,0,0
2019-08-31,264724,2019-09-02,19,6,2,0,0
2019-07-06,439816,2019-07-06,46,45,8,1,0
2019-07-20,512373,2019-07-26,9,4,1,0,0
2019-07-24,115585,2019-07-28,13,2,0,0,0
2019-07-18,117058,2019-07-19,10,5,1,0,0
2019-07-14,215087,2019-07-14,66,13,2,0,0
2019-09-14,134724,2019-09-14,76,20,5,0,0
2019-08-01,112875,2019-08-07,1,1,0,0,0
2019-08-22,200028,2019-08-23,10,3,1,0,0
2019-09-04,200169,2019-09-04,15,4,1,0,0
2019-08-25,150594,2019-09-02,5,5,1,0,0
2019-07-10,141868,2019-07-10,42,16,3,0,0
2019-08-26,107303,2019-08-26,62,6,1,0,0
2019-07-13,272288,2019-07-13,38,2,0,0,0
2019-08-17,149424,2019-08-17,82,10,3,0,0
2019-07-25,145352,2019-08-03,2,1,0,0,0
2019-07-27,108528,2019-07-27,153,17,4,1,0
2019-08-30,652608,2019-09-01,88,7,2,0,0
2019-09-01,121535,2019-09-01,75,9,3,0,0
2019-09-06,118583,2019-09-07,181,76,21,1,0
2019-08-14,212853,2019-08-14,81,14,3,0,0
2019-07-30,117389,2019-07-30,80,8,1,0,0
2019-07-05,494062,2019-07-06,13,8,2,0,0
2019-08-03,558616,2019-09-28,1,1,0,0,0
2019-08-16,126795,2019-08-20,2,1,0,0,0
2019-08-31,199023,2019-09-08,12,0,0,0,0
2019-08-24,176183,2019-08-24,41,9,2,0,0
2019-08-13,307722,2019-08-13,44,3,0,0,0
2019-08-19,112922,2019-08-21,34,16,4,1,0
2019-08-17,899443,2019-08-17,23,5,1,0,0
2019-09-03,499131,2019-09-07,10,5,1,0,0
2019-07-12,230745,2019-07-14,23,1,0,0,0
2019-09-14,129979,2019-09-14,98,18,5,1,0
2019-07-02,162748,2019-07-02,40,6,1,0,0
2019-08-09,499086,2019-08-10,7,4,1,0,0
2019-08-17,163446,2019-09-23,9,3,0,0,0
2019-09-11,119736,2019-09-11,101,27,4,0,0
2019-08-14,225914,2019-08-14,50,3,1,0,0
2019-09-03,313546,2019-09-03,29,7,2,0,0
2019-08-09,121596,2019-08-17,3,3,1,0,0
2019-07-25,574014,2019-07-25,4,9,2,0,0
2019-07-08,108650,2019-07-31,17,6,1,0,0
2019-07-12,128901,2019-07-12,76,9,2,0,0
2019-08-08,109477,2019-08-10,10,7,2,0,0
2019-07-31,113181,2019-08-04,5,1,0,0,0
2019-08-30,263266,2019-08-31,19,3,1,0,0
2019-07-19,107099,2019-07-19,96,4,1,0,0
2019-07-02,119007,2019-07-02,42,4,1,0,0
2019-08-15,123524,2019-08-25,2,2,0,0,0
2019-07-05,277497,2019-07-05,41,7,1,0,0
2019-08-12,169174,2019-08-12,22,1,0,0,0
2019-08-20,197644,2019-08-20,27,4,1,0,0
2019-08-11,108518,2019-08-11,146,10,2,0,0
2019-07-18,106149,2019-07-18,172,16,4,1,0
2019-08-29,114770,2019-08-29,109,21,5,1,0
2019-08-24,851248,2019-08-24,45,8,1,0,0
2019-07-06,250146,2019-07-07,8,2,0,0,0
2019-07-21,115598,2019-08-20,1,1,0,0,0
2019-07-06,473652,2019-07-06,46,4,1,0,0
2019-07-03,264581,2019-07-03,21,2,0,0,0
2019-07-12,119471,2019-07-12,63,16,4,1,0
2019-07-02,191575,2019-07-07,9,4,1,0,0
2019-09-10,188823,2019-09-10,61,18,3,0,0
2019-07-21,220804,2019-07-21,90,10,3,1,0
2019-08-26,106421,2019-09-01,245,21,5,0,0
2019-08-13,349276,2019-08-24,18,18,4,1,0
2019-08-26,131911,2019-08-26,9,3,1,0,0
2019-09-14,126064,2019-09-18,1,1,0,0,0
2019-09-15,127419,2019-09-15,41,6,2,0,0
2019-07-06,273373,2019-07-06,21,5,1,0,0
2019-07-11,263988,2019-07-13,29,6,1,0,0
2019-08-18,224496,2019-08-18,114,11,2,0,0
2019-07-06,126473,2019-07-06,21,3,1,0,0
2019-09-10,134574,2019-09-10,29,7,2,0,0
2019-08-06,227312,2019-08-10,7,2,0,0,0
2019-08-27,699375,2019-08-27,12,2,0,0,0
2019-07-17,164171,2019-07-17,119,20,5,1,0
2019-08-13,756137,2019-08-15,35,1,0,0,0
2019-07-24,271221,2019-07-26,16,3,1,0,0
2019-08-03,120110,2019-08-03,175,17,5,1,0
2019-09-04,107219,2019-09-14,1,0,0,0,0
2019-08-22,112921,2019-08-23,35,12,3,0,0
2019-07-14,432950,2019-07-14,135,11,2,0,0
2019-07-10,344195,2019-07-14,6,1,0,0,0
2019-08-06,169910,2019-08-09,2,1,0,0,0
2019-08-03,247845,2019-11-03,4,4,1,0,0
2019-09-02,112915,2019-09-15,16,7,2,0,0
2019-08-15,111629,2019-08-15,11,3,1,0,0
2019-08-31,112374,2019-09-06,7,6,1,0,0
2019-09-03,184927,2019-09-03,10,4,1,0,0
2019-07-31,201591,2019-08-01,10,3,1,0,0
2019-08-09,371961,2019-08-10,15,7,1,0,0
2019-08-26,123798,2019-08-27,5,3,1,0,0
2019-07-03,535092,2019-07-03,51,7,2,0,0
2019-09-11,109281,2019-09-13,459,52,8,1,0
2019-07-07,206672,2019-07-07,23,6,2,0,0
2019-08-13,197644,2019-08-13,24,2,0,0,0
2019-08-12,489073,2019-08-18,5,1,0,0,0
2019-09-11,175485,2019-09-11,58,6,2,0,0
2019-08-09,214871,2019-08-09,127,25,5,1,0
2019-09-01,201978,2019-09-01,8,2,0,0,0
2019-07-05,908701,2019-07-05,77,13,3,0,0
2019-07-08,408344,2019-07-16,1,1,0,0,0
2019-07-19,239931,2019-07-19,8,2,1,0,0
2019-07-18,108706,2019-07-20,1,1,0,0,0
2019-07-09,122274,2019-07-14,21,2,0,0,0
2019-09-12,118338,2019-09-21,24,9,2,0,0
2019-07-11,171312,2019-07-11,124,28,4,0,0
2019-07-14,323108,2019-08-03,4,2,1,0,0
2019-08-09,250146,2019-08-24,8,4,1,0,0
2019-08-22,229454,2019-08-31,6,3,0,0,0
2019-08-01,192075,2019-08-01,22,2,1,0,0
2019-08-14,359845,2019-08-14,71,5,1,0,0
2019-07-08,170338,2019-07-10,7,2,0,0,0
2019-09-06,107192,2019-09-06,62,13,4,1,0
2019-07-14,122284,2019-07-14,55,7,1,0,0
2019-09-13,138294,2019-09-13,18,4,1,0,0
2019-08-20,450036,2019-08-26,3,1,0,0,0
2019-08-24,602700,2019-08-24,17,6,2,0,0
2019-08-24,411562,2019-08-24,10,1,0,0,0
2019-09-13,486757,2019-09-13,60,17,4,1,0
2019-08-24,311516,2019-08-24,64,13,4,1,0
2019-08-05,273021,2019-08-05,60,6,1,0,0
2019-08-03,108554,2019-08-05,5,5,1,0,0
2019-07-13,119116,2019-07-18,6,3,1,0,0
2019-07-06,313944,2019-07-07,5,1,0,0,0
2019-08-12,263978,2019-08-12,15,2,0,0,0
2019-09-05,175147,2019-09-05,70,5,1,0,0
2019-09-06,142597,2019-09-06,24,4,1,0,0
2019-09-07,127113,2019-09-08,73,13,4,0,0
2019-08-19,150385,2019-08-19,9,1,0,0,0
2019-07-25,118412,2019-07-25,82,4,1,0,0
2019-08-16,272554,2019-08-24,2,1,0,0,0
2019-08-13,106786,2019-08-13,79,12,2,0,0
2019-08-18,221703,2019-11-21,3,3,1,0,0
2019-07-19,262344,2019-07-19,24,3,1,0,0
2019-09-13,207652,2019-09-14,3,2,0,0,0
2019-09-07,430352,2019-09-08,11,1,0,0,0
2019-07-15,202197,2019-08-05,11,4,1,0,0
2019-08-30,131617,2019-08-30,32,3,1,0,0
2019-07-03,164992,2019-07-03,118,12,2,0,0
2019-09-15,129277,2019-09-15,74,17,5,1,0
2019-07-19,121767,2019-09-02,7,6,1,0,0
2019-08-22,112899,2019-08-22,336,29,5,1,0
2019-08-26,248471,2019-10-31,2,2,0,0,0
2019-08-04,417517,2019-08-06,2,0,0,0,0
2019-08-13,106786,2019-08-15,32,3,1,0,0
2019-08-12,128770,2019-08-12,76,3,1,0,0
2019-08-04,251013,2019-08-04,14,1,0,0,0
2019-07-14,139402,2019-07-14,830,308,49,8,0
2019-09-15,314544,2019-09-15,15,2,0,0,0
2019-08-27,124145,2019-08-27,18,3,1,0,0
2019-07-30,220239,2019-07-31,29,10,2,0,0
2019-09-01,138135,2019-09-01,21,2,1,0,0
2019-08-16,133498,2019-08-16,35,4,1,0,0
2019-08-31,110548,2019-09-02,35,5,1,0,0
2019-07-19,108247,2019-07-26,12,10,2,0,0
2019-07-26,183868,2019-07-26,115,17,4,1,0
2019-07-27,276520,2019-07-28,12,2,0,0,0
2019-07-27,455132,2019-07-28,31,2,0,0,0
2019-07-25,191982,2019-08-02,10,1,0,0,0
2019-09-01,199523,2019-09-28,3,3,1,0,0
2019-09-12,106405,2019-09-13,31,5,1,0,0
2019-09-14,360041,2019-09-14,5,6,1,0,0
2019-08-31,133440,2019-08-31,32,17,5,1,0
2019-07-14,494056,2019-07-14,25,3,1,0,0
2019-09-02,107676,2019-09-02,57,10,3,0,0
2019-08-03,534919,2019-08-03,24,5,1,0,0
2019-08-30,487150,2019-09-07,4,4,1,0,0
2019-08-08,205274,2019-08-10,39,7,1,0,0
2019-07-03,313285,2019-07-13,7,7,1,0,0
2019-08-10,138491,2019-08-10,136,21,6,0,0
2019-08-31,153564,2019-08-31,15,6,1,0,0
2019-09-02,109274,2019-09-13,15,1,0,0,0
2019-09-03,114770,2019-09-03,99,25,7,1,0
2019-07-06,439467,2019-07-07,13,3,1,0,0
2019-08-09,126029,2019-08-09,52,26,6,1,0
2019-08-28,122817,2019-08-29,24,10,2,0,0
2019-09-07,427032,2019-09-10,0,1,0,0,0
2019-07-03,114657,2019-07-03,134,17,5,1,0
2019-08-25,264895,2019-08-25,7,2,1,0,0
2019-07-26,389994,2019-07-26,60,12,3,0,0
2019-07-02,113181,2019-07-02,60,6,2,0,0
2019-07-16,149302,2019-08-03,3,2,1,0,0
2019-09-12,184039,2019-09-12,27,6,2,0,0
2019-08-07,201862,2019-08-08,15,4,1,0,0
2019-09-14,239657,2019-10-16,6,5,1,0,0
2019-08-26,216153,2019-08-31,10,8,2,0,0
2019-07-07,204338,2019-07-07,16,4,1,0,0
2019-07-01,621725,2019-07-03,4,0,0,0,0
2019-07-04,351444,2019-07-05,3,3,0,0,0
2019-07-03,142704,2019-07-03,8,2,0,0,0
2019-07-26,129013,2019-07-26,402,15,3,0,0
2019-07-14,112294,2019-07-14,261,28,8,2,0
2019-08-19,105759,2019-10-26,1,1,0,0,0
2019-07-22,217485,2019-07-23,1,1,0,0,0
2019-07-03,881006,2019-07-03,43,4,1,0,0
2019-07-19,204461,2019-07-19,29,10,2,0,0
2019-08-01,107128,2019-08-04,12,3,1,0,0
2019-08-17,120738,2019-08-18,11,3,1,0,0
2019-08-17,374751,2019-08-18,3,0,0,0,0
2019-08-30,113194,2019-08-30,12,3,1,0,0
2019-08-28,225877,2019-08-28,62,10,2,0,0
2019-09-03,296207,2019-09-06,1,1,0,0,0
2019-07-24,170395,2019-07-25,11,3,1,0,0
2019-07-03,118018,2019-07-03,152,20,6,1,0
2019-09-14,106386,2019-09-14,133,44,9,2,0
2019-07-07,120127,2019-07-07,83,19,6,1,0
2019-07-14,308527,2019-07-14,37,3,1,0,0
2019-08-16,461025,2019-08-18,6,4,1,0,0
2019-07-21,107494,2019-07-21,143,10,2,0,0
2019-07-20,209354,2019-07-21,9,4,1,0,0
2019-09-11,623196,2019-10-12,4,4,1,0,0
2019-08-22,208973,2019-08-25,2,1,0,0,0
2019-09-05,120467,2019-09-05,68,7,2,0,0
2019-08-28,211326,2019-08-28,34,2,0,0,0
2019-08-25,209245,2019-08-25,67,10,2,0,0
2019-08-02,116937,2019-08-05,1,1,0,0,0
2019-08-19,265996,2019-08-19,30,2,1,0,0
2019-07-08,725976,2019-07-08,47,8,1,0,0
2019-09-09,148879,2019-12-05,2,2,1,0,0
2019-08-02,639772,2019-08-04,6,2,0,0,0
2019-08-02,849456,2019-08-03,21,1,0,0,0
2019-07-19,769503,2019-07-19,177,12,3,0,0
2019-09-06,691516,2019-09-07,15,11,3,0,0
2019-07-31,126064,2019-07-31,64,5,1,0,0
2019-07-12,682978,2019-07-20,3,3,1,0,0
2019-08-19,326953,2019-08-19,15,1,0,0,0
2019-08-16,149457,2019-08-17,5,0,0,0,0
2019-07-05,112388,2019-07-05,373,56,14,2,0
2019-07-20,112850,2019-07-20,44,14,3,0,0
2019-08-30,112522,2019-09-14,2,1,0,0,0
2019-09-08,221651,2019-09-08,10,2,0,0,0
2019-08-12,164849,2019-08-13,7,2,0,0,0
2019-08-18,255158,2019-08-18,30,6,2,0,0
2019-08-17,129566,2019-08-17,38,6,2,0,0
2019-07-06,269215,2019-07-12,5,4,1,0,0
2019-07-02,205981,2019-07-03,11,5,1,0,0
2019-08-02,493862,2019-08-05,7,3,1,0,0
2019-07-03,108125,2019-07-03,41,3,1,0,0
2019-07-08,195157,2019-07-08,30,1,0,0,0
2019-08-31,226714,2019-08-31,238,174,30,2,0
2019-09-05,115064,2019-10-05,3,1,0,0,0
2019-08-31,466129,2019-08-31,104,38,6,0,0
2019-08-03,649496,2019-08-24,11,4,1,0,0
2019-08-29,185912,2019-10-01,1,1,0,0,0
2019-07-08,495606,2019-07-08,26,3,1,0,0
2019-07-19,204619,2019-07-19,128,4,1,0,0
2019-08-07,262947,2019-08-09,28,5,1,0,0
2019-07-02,130268,2019-07-02,32,4,1,0,0
2019-08-15,311534,2019-08-17,1,1,0,0,0
2019-09-10,127778,2019-09-14,2,1,0,0,0
2019-07-08,138476,2019-07-08,8,1,0,0,0
2019-08-03,178040,2019-08-06,5,2,1,0,0
2019-07-18,367527,2019-07-21,20,8,2,0,0
2019-07-24,308134,2019-07-24,42,5,1,0,0
2019-08-05,112939,2019-08-10,61,16,5,1,0
2019-07-03,216472,2019-07-03,43,9,3,0,0
2019-08-18,169341,2019-08-19,2,1,0,0,0
2019-07-11,199922,2019-07-11,193,20,4,1,0
2019-07-02,324867,2019-07-02,17,1,0,0,0
2019-08-12,107318,2019-08-12,118,15,4,1,0
2019-08-17,246923,2019-08-17,83,9,2,0,0
2019-08-03,322594,2019-08-03,120,52,13,2,0
2019-09-07,181731,2019-09-07,17,3,1,0,0
2019-08-02,149705,2019-08-03,20,10,2,0,0
2019-08-24,108540,2019-09-20,64,19,5,1,0
2019-07-26,663652,2019-07-26,31,5,1,0,0
2019-08-18,342739,2019-08-18,19,1,0,0,0
2019-07-19,187528,2019-07-20,31,7,2,0,0
2019-08-11,150672,2019-08-11,64,4,1,0,0
2019-08-24,365915,2019-08-24,30,4,1,0,0
2019-07-13,265394,2019-07-13,44,5,1,0,0
2019-07-06,258163,2019-07-07,3,3,1,0,0
2019-07-12,152088,2019-07-12,11,1,0,0,0
2019-09-04,224272,2019-09-06,55,6,1,0,0
2019-09-04,228042,2019-11-11,9,2,0,0,0
2019-07-11,209092,2019-07-11,35,8,1,0,0
2019-07-11,270623,2019-07-13,1,1,0,0,0
2019-07-28,113070,2019-07-29,19,9,1,0,0
2019-07-14,128758,2019-07-14,54,4,1,0,0
2019-08-28,114657,2019-08-29,27,12,3,0,0
2019-08-18,115653,2019-08-25,15,7,2,0,0
2019-08-17,147667,2019-08-17,31,6,2,0,0
2019-07-04,115598,2019-07-05,52,18,4,1,0
2019-07-07,278484,2019-07-13,9,4,1,0,0
2019-08-29,327113,2019-08-29,20,4,1,0,0
2019-07-25,771036,2019-07-25,30,3,0,0,0
2019-07-28,495462,2019-07-28,20,4,1,0,0
2019-09-13,229552,2019-09-14,58,20,6,1,0
2019-09-03,142379,2019-09-04,2,1,0,0,0
2019-08-18,688134,2019-08-18,290,19,5,1,0
2019-07-27,124730,2019-07-27,64,4,1,0,0
2019-08-10,115739,2019-08-11,45,6,2,0,0
2019-07-11,436979,2019-07-11,70,5,1,0,0
2019-09-04,216338,2019-09-07,25,14,3,1,0
2019-09-07,174630,2019-09-07,87,13,3,0,0
2019-08-13,527700,2019-08-17,7,3,1,0,0
2019-08-09,130270,2019-08-11,1,0,0,0,0
2019-07-19,139432,2019-07-20,15,3,1,0,0
2019-08-31,128439,2019-09-01,10,1,0,0,0
2019-07-03,258555,2019-07-04,46,8,2,0,0
2019-09-13,264592,2019-09-16,1,1,0,0,0
2019-07-11,171804,2019-07-11,46,40,8,1,0
2019-07-13,220675,2019-09-12,3,1,0,0,0
2019-07-28,260438,2019-07-29,3,2,1,0,0
2019-07-20,126359,2019-07-20,126,20,5,1,0
2019-07-28,121707,2019-07-31,27,6,1,0,0
2019-07-24,118583,2019-08-03,42,16,5,0,0
2019-07-23,107114,2019-07-23,74,13,4,1,0
2019-08-25,121203,2019-08-25,6,1,0,0,0
2019-07-21,128331,2019-07-21,51,2,1,0,0
2019-08-05,946498,2019-08-09,5,1,0,0,0
2019-07-05,135542,2019-07-13,27,23,6,0,0
2019-08-16,107679,2019-08-24,5,1,0,0,0
2019-08-01,108045,2019-08-01,18,3,1,0,0
2019-07-13,106929,2019-07-13,65,24,7,1,0
2019-07-01,139402,2019-07-15,38,18,4,0,0
2019-07-13,107681,2019-07-21,73,11,3,0,0
2019-07-12,475398,2019-07-13,5,1,0,0,0
2019-08-02,562882,2019-08-02,10,2,0,0,0
2019-09-05,193667,2019-09-14,6,2,0,0,0
2019-07-20,107785,2019-07-20,142,63,11,2,0
2019-07-15,106017,2019-07-15,162,51,12,1,0
2019-07-21,257099,2019-07-26,8,3,1,0,0
2019-07-15,108720,2019-07-15,92,48,11,2,0
2019-08-13,137910,2019-08-15,14,4,1,0,0
2019-08-05,106392,2019-08-10,17,5,1,0,0
2019-08-23,138085,2019-08-23,60,12,2,0,0
2019-07-24,177092,2019-07-24,96,6,2,0,0
2019-08-17,195139,2019-08-18,1,0,0,0,0
2019-08-04,179926,2019-08-05,17,5,1,0,0
2019-08-07,107035,2019-09-04,1,1,0,0,0
2019-08-19,127395,2019-08-24,2,1,0,0,0
2019-07-04,115547,2019-07-04,405,41,11,1,0
2019-08-27,649645,2019-08-27,106,13,4,0,0
2019-07-13,142575,2019-07-13,26,2,1,0,0
2019-07-02,509715,2019-07-02,5,2,0,0,0
2019-08-15,109489,2019-08-15,131,31,5,1,0
2019-09-07,323629,2019-10-10,1,0,0,0,0
2019-08-10,125794,2019-08-10,66,5,1,0,0
2019-09-06,263109,2019-09-21,2,0,0,0,0
2019-09-05,195272,2019-09-07,0,2,0,0,0
2019-07-05,265927,2019-07-05,77,31,8,1,0
2019-07-18,122184,2019-07-22,17,8,2,0,0
2019-09-14,377546,2019-09-14,90,30,6,1,0
2019-08-19,106062,2019-08-20,51,20,4,0,0
2019-08-17,146484,2019-08-17,38,3,1,0,0
2019-07-28,205046,2019-07-28,154,23,5,0,0
2019-08-19,115299,2019-08-20,8,3,1,0,0
